,UUID,gpsLongitude,gpsLatitude
0,90E275086B4D99A3,-0.17891709,51.49555206
1,E7C0CD8112BA98D7,-0.18043883,51.50135422
2,905801CA0E1F1D11,-0.16381466,51.48547363
3,D849BF7848210A4A,-0.17480083,51.50172806
