UUID,gpsLongitude,gpsLatitude
3AB8A58A952B89B6,-101.666442871,21.1074924469
AE93FD8053BFDDFD,-101.671875,21.1186771393
FD368D7D6B815C1B,-101.679870605,21.1184768677
DA1F257AD20C85A7,-101.628936768,21.1078701019
229B8913D6A5B970,-101.668319702,21.1250190735
3BC10C97D2490E7B,-101.681640625,21.1252326965
